City,Strategy,Weather event,Community system,Category,Specific Impact/Sector
Denver,Incorporate green infrastructure and other climate resilient design structures within storm system designs in the Storm Drainage Master Plan documentation update,Rain storms,Wastewater/stormwater management,practice & behavior,Urban Natural Resources
Denver,Implement/complete the Tree and Shade Master Plan while ensuring the Plan includes a component speciﬁcally addressing the additional services required to adapt to climate change,Changed seasonal patterns;River flooding,,practice & behavior,Urban Natural Resources
Denver,Adopt a tree protection ordinance for trees over six inches in diameter to help saplings establish and encourage growth of urban forest resources,,Ecological function,research & monitoring,Urban Natural Resources
Denver,Draft a new landscape ordinance to accommodate plants that can tolerate city’s projected future climate,Changed seasonal patterns,Ecological function,research & monitoring,Urban Natural Resources
Denver,"Review city ordinance in regards to tree permitting, tree protection on construction sites, heritage or historic trees, incentives and alternatives, planting and irrigation standards, and landscape standards",,Ecological function,research & monitoring,Urban Natural Resources
Denver,Continue aggressive ﬁre mitigation program in Mountain Parks and support ﬁre mitigation programs by others,Wildfires;Forest fire,,research & monitoring,Urban Natural Resources
Denver,Continue noxious weed abatement program,,Recreation,research & monitoring,Urban Natural Resources
Denver,Continue to follow Colorado Dept. of Agriculture invasive species list to control damage to Den- ver’s existing terrestrial ecosystems,Insect infestation,,capacity building,Urban Natural Resources
Denver,"Continue to implement the South Platte River Vision Implementation Plan, the Gulch Master Plan and Natural Area Management Plans",,,capacity building,Urban Natural Resources
Denver,Continue to implement the Water Quality Master Plan,,Water supply,capacity building,Urban Natural Resources
Denver,Create a Canopy Keepers program in which people adopt trees and commit to watering new trees for two years,,Community & culture,education,Urban Natural Resources
Denver,Expand wildﬁre mitigation program,Wildfires,,green infrastructure,Urban Natural Resources
Denver,Implement applicable wildﬁre risk mitigation techniques such as prescribed/controlled burns on pilot forests,Wildfires;Forest fire,,green infrastructure,Urban Natural Resources
Denver,Lake aeration to minimize algal blooms,,Recreation;Water supply,physical infrastructure,Urban Natural Resources
Denver,Prioritize and implement UDFCD gulch improvement projects,,,physical infrastructure,Urban Natural Resources
Denver,Conduct outreach campaign to educate and encourage residents to plant trees that can thrive in future climates,Changed seasonal patterns,Community & culture,planning,Urban Natural Resources
Denver,Analyze forest management techniques such as prescribed burning and removal of excess vegetation and/or dead fuels,Wildfires;Forest fires,,planning,Urban Natural Resources
Denver,Evaluate sustainable forestry certiﬁcation programs as a potential mechanism to increase resil- ience of forest resources,,Agriculture,planning,Urban Natural Resources
Denver,"Further studies on the impacts of warmer lake water on algae growth and the possible increase in taste, odor and water quality issues for water treatment plants",River flooding,Water supply,planning,Urban Natural Resources
Denver,"Increase the frequency of waterway monitoring for early identiﬁcation of changes in river and lake health including turbidity, and contaminant loading",,Water supply,planning,Urban Natural Resources
Denver,Monitor beaver dams along water ways for eﬀects on water ﬂow,,Water supply,planning;green infrastructure,Urban Natural Resources
Denver,Partner with Denver Water to expand water quality monitoring in Denver watersheds,,Water supply,planning;practice & behavior,Urban Natural Resources
Denver,Partner with Denver Water to expand water way evaluation in Denver watersheds,,Water supply,policies,Urban Natural Resources
Denver,Study/understand eﬀects of warming surface water on animal and plant species,River flooding,,policies,Urban Natural Resources
Denver,Update the right-of-way tree list that focuses on trees that can thrive in future climates,Changed seasonal patterns,Transportation,policies,Urban Natural Resources
Denver,Pursue/implement forest management technology,Forest fire,,practice & behavior,Urban Natural Resources
Denver,Publish a new plant-growing list that focuses on plants that can thrive in altered climates,Changed seasonal patterns,,practice & behavior,Water Consumption
Denver,Continue to use a fee structure that incentivizes reduced wastewater use,,Wastewater/stormwater management,practice & behavior,Water Consumption
Denver,"Continue and promote water eﬃcient rebates for residential, commercial, and industrial buildings",,Water supply,practice & behavior,Water Consumption
Denver,Implement xeriscape landscape rebates for yards for residential and commercial properties,Drought,Water supply,practice & behavior,Water Consumption
Denver,Intensify water management and conservation through funding research and incentives,Drought,Water supply,practice & behavior,Water Consumption
Denver,Installation of synthetic turf for ball ﬁelds,,Wastewater/stormwater management,practice & behavior,Water Consumption
Denver,Retroﬁt three City parks with smart irrigation controllers and upgraded distribu- tion systems,Drought,Water supply,practice & behavior,Water Consumption
Denver,Address climate change in upcoming Golden Triangle Small Area Plan,,,practice & behavior,Water Consumption
Denver,Begin scoping process and update of streetscape standards to address climate adaptation,,,practice & behavior,Water Consumption
Denver,Develop a gray water ordinance for Denver,,Wastewater/stormwater management,practice & behavior;education,Water Consumption
Denver,Include reporting on water use in a building energy disclosure benchmark to track and monitor water use in major commercial properties around Denver,,Energy;Water supply,research & monitoring,Water Consumption
Denver,Conserve soil moisture by mulching,Drought,Waterwater/stormwater management,research & monitoring,Water Consumption
Denver,Continue implementation of Denver Water’s Integrated Resource Plan,,Water supply,research & monitoring,Water Consumption
Denver,Continue to partner with Denver Water on continuing recycled water tree species suitability trials,,Wastewater/stormwater management,research & monitoring,Water Consumption
Denver,"Expand/oﬀer rebates and market incentives for residential, commercial, industrial and institutional customers by oﬀering free water saving devices, rebates for high- eﬃciency toilets, and grants for projects that demonstrate water-saving principles",Drought,Community & culture;Water supply,research & monitoring,Water Consumption
Denver,Continue to work with Denver Water to expand use of recycled water (purple pipe),Drought,Water supply;Wastewater/stormwater management,research & monitoring,Water Consumption
Denver,"Continue to increase the eﬃciency of park irrigation systems, including conver- sions to recycled water where feasible",Drought,Water supply;Wastewater/stormwater management,research & monitoring,Water Consumption
Denver,"Fully Implement DPR GamePlan: Green infrastructure, wise water management, water conservation plans",Drought,Water supply;Wastewater/stormwater management,research & monitoring,Water Consumption
Denver,Advocate for and implement xeric landscaping,Drought,Water supply;Wastewater/stormwater management,research & monitoring;practice & behavior,Water Consumption
Denver,Develop a Reclaimed Water Feasibility Study to inform decision makers of the cur- rent and possible future uses of reclaimed water,Drought,Water supply;Wastewater/stormwater management,technology,Water Consumption
Denver,"Review which gulches are most aﬀected by ﬂuctuations in volume, their impact to the city and develop strategies to reduce ﬂooding or shortages during weather events",Flash/surface flood;River flooding;Groundwater flood,Water supply,education,Water Consumption
Denver,"Continue to assess Denver Water’s resilience to climate change using the latest local climate projections, coordinate and be aware of new City adaptation policies and adjust practices accordingly",Drought,Water supply,financing,Water Consumption
Denver,Develop a leak notiﬁcation program to inform customers whenever a spike in consumption meets requirements for a potential leak,,Water supply,financing;water conservation,Water Consumption
Denver,Install Automated Meter Reading (AMR) devices to allow consumers to track water usage and identify wasteful or costly consumption patterns,,Water supply,financing;water conservation,Water Consumption
Denver,Install rain sensors on existing irrigation systems,Drought;Rain storms,Water supply,funding;water conservation,Water Consumption
Denver,Continue to engage business community on water conservation through Certiﬁably Green Denver program,Drought ,Water supply;Business continuity,Other GHG,Water Consumption
Denver,Develop high water eﬃciency product standards for ﬁxtures installed in new developments exceeding a certain size threshold,Drought,Industrial operations,physical infrastructure,Water Consumption
Denver,Explore purple pipe irrigation for eligible park land,,Wastewater/stormwater management,physical infrastructure,Water Consumption
Denver,Complete construction of Phase II of the Central Control Master Plan,,,planning,Water Consumption
Denver,"Encourage the use of water conservation technologies, such as waterless urinals and cisterns, through the development of local guidelines that are consistent with the building code",Drought,Water supply;Industrial operations,policies,Water Consumption
Denver,"Continue the City’s transition to low water use/drought resistant landscaping within medians, parks, and open space areas",Drought,,policies,Water Consumption
Denver,Collaborate with Denver Water to pilot a neighbor-to-neighbor comparison of water use on utility bills to encourage conservation behavior in residences,Drought,Community & culture;Water supply,policies;research & monitoring,Water Consumption
Denver,Continue to improve and expand upon Denver Water’s irrigation conservation programs,Drought,,practice & behavior,Water Consumption
Denver,Expand the use of recycled water (purple pipe),Drought,Wastewater/stormwater management;Water supply,practice & behavior,Water Consumption
Dorchester County,"Billboards. They may be an eyesore along the public highways, but they do grab attention. A billboard mural depicting a local scene during a spring high tide or storm surge would certainly grab attention. A catchy slogan, such as “What’s Your Elevation? Sea Level Rise Coming to A Shoreline Near You” would ingrain itself into the subconscious so that people would think about what sea level rise means to them.",,Internet and communications,practice & behavior,
Dorchester County,"education Scenarios. Repetition is a good teacher, and the more ways the same information is conveyed, the more widespread the information will become and the greater it will be understood. This outreach should target all generations and all economic classes.",,Community & culture,practice & behavior;financing;water conservation,
Dorchester County,"Essay Contests. Schools can sponsor essay contests where children write about what they know about sea level rise or how they think it will affect them and their family. Sometimes creative ideas come from such exercises. As often happens, what children learn, they pass along to family.",,Community & culture,practice & behavior;physical infrastructure;water conservation,
Dorchester County,"Mailings. Every property owner receives an annual or semi-annual property tax bill. A fact sheet describing the predicted situation in Dorchester County can be enclosed with the tax billings. For one first class stamp, five sheets of 18 lb letter-size paper can be mailed. Most tax statements now include only three sheets of paper, allowing for another two sheets at no extra postage cost.",,Internet and communications,practice & behavior;water conservation,
Dorchester County,Public Service Messages. Most cable companies are required to provide some free cable access for public service purposes. Bay Country Communications is a local provider who often tapes,,Internet and communications,practice & behavior;water conservation;green infrastructure,
Dorchester County,"Speaker’s Bureaus and Regular Programs. The County agencies could establish a Speaker’s Bureau and schedule regular programs that keep repeating the information on expected tidal flooding in the county. There are people who don’t read the paper on a daily basis who might miss some of the meetings, but if they knew a meeting was held every other month on the first Wednesday;they could schedule their lives accordingly. Speakers from local agencies as well as scientific experts, insurance agents, and financial institutions, who could speak about how people can cope with the effects of sea level rise.",,,practice & behavior;water conservation,
Dorchester County,Town Meetings. Meetings will need to be held to present the aerial and elevation information to local residents as it becomes available. Local residents in the southern part of the County have a long way to drive to get home from work if they work in the Cambridge area or farther. They are not likely to turn around and drive 35 to 45 minutes back to Cambridge for an educational program. Not unless the program is part of a festival with other activities that might detract from the sea level rise program.,,,research & monitoring,
Dorchester County,"With the public hearing process on the SLR District, implement an ambitious public education program.",,,research & monitoring,
Dorchester County,"Meet with National Flood Insurance Program officials regarding requirements to enroll in the Community Rating System so that buyout programs will be a future option. Implement the required strategies to qualify for a CSR rating. Once the rating program is established, advertise to local residents the availability of insurance premium reductions.",,,research & monitoring;practice & behavior,
Dorchester County,"Establish Escrow Fund to defer maintenance monies for roads on the Road Closure list with the intention to allow escrowed funds to accumulate to the point where they can be used for a buy- out program. Consider policy to turn over ownership and maintenance responsibility for roads leading to non-occupied residences to the affected property owners (e.g., there is a long length of Goose Creek Road that serves only 2-3 dwellings, none of which appear to be occupied on a permanent basis).",,,technology,
Dorchester County,Apply for grant funding or create a funding source to re-establish bench marks.,,,technology,
Dorchester County,Strongly participate with Corps of Engineers projects to restore and/or create barrier islands which act as buffers to the wetlands and mainland behind them.,,,technology,
Dorchester County,"Abandon, relocate, raise, or seal any infrastructure that will sustain damage by inundation",,,water conservation,
Dorchester County,Provide for the closure of inundated roads where an alternative route exists (in SLR District)),,,water conservation,
Dorchester County,Create a Flooded Road Management Plan to address long-term viability of roads that are continually flooded and expected to be continually flooded by tidal water. Establish which roads are economically feasible for long-term maintenance. Establish a Road Closure strategy for roads where the cost to maintain exceeds the fair market value of occupied properties they serve.,,,water conservation,
Dorchester County,"In the Facilities Needs Analysis, include a discussion that South Dorchester School lies in an area subject to the effects of sea level rise and that no new expansion or major modifications to the structure will be planned. Only minor modifications with a life expectancy of less than 10-15 years should be planned until such time as elevation data and sea level horizontal encroachment is updated.",,,water conservation;physical infrastructure,
Dorchester County,"In the Transportation Guidelines section, include a list of roads where bus drivers have encountered tidally-flooded roads in the County. Elliotts Island and Maple Dam roads are two roads that flood on a frequent basis.",,,water conservation;policies,
Dorchester County,Multi-Hazard Mitigation Plan: This Plan has a good discussion on actions and costs. It would benefit to go into greater detail on why sea level rise is a risk to specific areas of the County. This would require the topographical information referenced in the recommendations for the Comp Plan.,,,water conservation;practice & behavior,
Dorchester County,"Recreation, Parks and Open Space, discuss those parks located in coastal floodplains and the impacts that can be expected by overland surge and sea level rise encroachment from shorelines and along drainage ditches. In Chapter 4: Agricultural Land Preservation, discuss the losses of farmland on Taylor’s Island to the effects of moisture and salinity as a result of overland surge and sea level encroachment. List those areas where additional agricultural land losses can be expected due to sea level rise.",,,water conservation;education,
Dorchester County,"The following Action Strategy should be incorporated into the 2006 Draft Comprehensive Plan: 1. Provide a map with detailed topographical information for south Dorchester County and the Green Point Road area of Choptank River overlaid onto the most recent aerial photography available (2007). 2. Label this map with the projected overland surge elevations for Category One and Two storms and provide colored contour lines for these elevations. 3. Onto this map, overlay the predicted 25-year sea level rise risk line.",,,water conservation;practice & behavior,
Dorchester County,"Until federal agencies can update their maps, assume the 100-year flood elevation to be equivalent to the Category Two storm surge elevation, which will vary depending on the waterway (in SLR District)",,,water conservation;practice & behavior,
Dorchester County,Implement code changes to discontinue the use of Bermed Infiltration Ponds for septic disposal in new communities.,,,education,
Dorchester County,"Implement code changes to establish a minimum two-foot, preferably a four-foot, freeboard requirement.",,,education,
Dorchester County,Implement code changes to prevent replacement septic systems on lands at immediate risk of sea level rise (a threshold criteria will n,,,education,
Dorchester County,Implement code changes to require well heads to be adequately sealed and/or raised above Category Two overland surge elevations.,,,education,
Dorchester County,Prohibit expansion of footprints on existing developed lots (in SLR District),,,education,
Dorchester County,Require a minimum two-foot freeboard above base flood elevation (in SLR District),,,education,
Dorchester County,Require all new and existing well heads to be raised above the base food elevation plus a height to accommodate wave action on storm surge (in SLR District),,,education,
Dorchester County,"Restrict major renovations of structures to cosmetic repairs, re-roofing, and replacement of appliances (in SLR District)",,,education,
Dorchester County,Restrict septic disposal facilities to state of the art facilities whose integrity would not be compromised by storm surge (in SLR District),,,education;practice & behavior,
Dorchester County,Implement code changes to prohibit building permits for any footprint expansions or major cost renovations to structures in immediate sea level risk zones,,,financing;policies,
Dorchester County,Implement code changes to prohibit construction of new homes in the SLR District. At this time a buyout program should have been established.,,,funding,
Dorchester County,Implement code changes to prohibit new subdivisions in the SLR District. Implement code changes to prohibit development on unimproved lots that are more than 50% constrained by wetlands. ,,,green infrastructure,
Dorchester County,Prohibit investment on new infrastructure in the SLR District,,,physical infrastructure,
Dorchester County,Prohibit new subdivisions (in SLR District),,,physical infrastructure,
Dorchester County,Create a Sea Level Risk District (SLR) for inclusion in Comprehensive Plan and promulgate new codes and code changes associated with managing for sea level risk.,,,planning,
Dorchester County,"Close roads where a reasonable alternate route exists, such as the southern end of Maple Dam Road to Shorter’s Wharf, and Smithfield Road.",,,planning,
Dorchester County,Initiate participation in the NFIP Community Rating System;implement provisions for a buy-out program,,,planning,
Dorchester County,Provide for the termination of maintenance for roads that serve only a few occupied residences  (in SLR District),,,planning,
Dorchester County,"Provide for the termination of maintenance on roads where the cost to maintain exceeds
the Fair Market Value of the properties it serves (in SLR District)",,,planning,
Dorchester County,"Technical Assistance. Technical assistance can be provided regarding how to work with or combat the effects of wet soils, developing planting plans to combat erosive conditions, how to sanitize areas with mildew, and other moisture and flooding related issues.",,,planning,
Dorchester County,Advertise and award bid to re-establish bench marks and re-survey elevations to ground-truth questionable LIDAR data.,,,planning,
Dorchester County,Assess losses forest and identify reforestation sites outside the sea level risk zone,,,policies,
Dorchester County,Assess wetland losses and identify suitable areas to accommodate sea level encroachment and conversion to new wetlands,,,policies,
Dorchester County,Determine how many occupied residential properties lie within elevation 2.0 to 4.0. These are the areas that are periodically inundated by normal spring high tides and wind-drive spring high tide surges.,,,policies,
Dorchester County,Determine how many occupied residential properties lie within the above-listed regions.,,,policies,
Dorchester County,"Determine which roads lay below elevation 3.5, 4.0, 4.5, and 5.0.",,,policies,
Dorchester County,Identify properties for potential buy-out. Rank them in order of level of immediate risk.,,,policies,
Dorchester County,"Inventory the number of existing septic systems for which there is no replacement technology available, or for where the size of the lot will not permit the installation of improved technology that can withstand periodic inundation. These lots should be first priority for buyout programs.",,,policies,
Dorchester County,Inventory the number of wells and well head elevations that are below the Category Two overland surge elevation. This elevation is now believed to be the equivalent to the 100-year flood stage.,,,policies,
Dorchester County,"Maps- Using LIDAR, create a map depicting elevations County-wide, starting with the areas south of US 50 and moving next to the Green Point Road area near Secretary.",,,policies,
Dorchester County,Update the elevation data against current tidal gage data regarding mean high water and spring high tide elevations.,,,policies;land use,
Dorchester County,"Using NAIP photography or similar, create a map that overlays elevation data onto orthophoto aerial images of the same areas.",,,policies;land use,
Dorchester County,"During the next plan update, determine the elevations surrounding each treatment facility and pumping station, and assess whether any of these facilities are at risk to the effects of Category One and Two overland surge or sea level rise within the next 25 years. If so, equipment buildings and pumping equipment should be raised or made watertight to withstand potential flooding damage.",,,policies;land use,
Durham,Disclose the location of possible sea level rise areas to potential buyers,,,policies;land use,education
Durham,Distribute flood protection safety pamphlets or brochures to the owners of property in high-risk areas.,,,policies;land use,education
Durham,"Educate citizens about safety during flood conditions, including the dangers of driving on flooded roads.",,,policies;land use;planning,education
Durham,Encourage homeowners to purchase flood insurance.,,,practice & behavior,education
Durham,Use outreach programs to facilitate technical assistance programs that address measures that citizens can take or facilitate funding for mitigation measures.,,,practice & behavior,education
Durham,Coordinate with the Natural Resources Outreach Coalition (NROC) to bring the NOAA Road map for coastal adaptation planning to the Town of Durham. The NOAA Road map is also a planning tool as well as a public engagement method. o Strafford Regional Planning Commission (SRPC) will coordinate with NROC staff and Durham officials to guide the Town of Durham through the NOAA Roadmap for coastal adaptation planning. SRPC staff will partner with NROC to plan a series of community workshops to engage Durham residents in seeking ways to reduce the impacts of climate change and sea level rise.,,,practice & behavior,education
Durham,Locate utilities and critical facilities outside of areas susceptible to sea level rise to decrease the risk of service disruption.,,,practice & behavior,Emergency Management
Durham,Replace exterior building components with more hazard-resistant materials to withstand more intense storm events,,,practice & behavior,Emergency Management
Durham,"Retrofit critical facilities to be built 1 foot above the 500-year flood elevation or the predicted sea level rise level, whichever is higher",,,research & monitoring,Emergency Management
Durham,Retrofit structures to elevate them about potential sea level rise levels.,,,research & monitoring,Emergency Management
Durham,Develop an inventory of public buildings and infrastructure that may be particularly vulnerable to sea level rise,,,research & monitoring,Emergency Management
Durham,"Use GIS to map hazard areas, at risk-structures, and associated hazards (flood and storm surge) to access high-risk areas.",,,research & monitoring,Emergency Management
Durham,Reduce environmental impacts of energy use,,,research & monitoring,Energy
Durham,Reduce vulnerability to volatile petroleum costs,,,research & monitoring,Energy
Durham,Use energy efficient building practices,,,research & monitoring,Energy
Durham,Retrofit or replace energy inefficient housing,,,research & monitoring,Energy
Durham,Retrofit or replace aging buildings and equipment,,,research & monitoring,Energy
Durham,Encourage development and expansion of emerging energy technologies,,,research & monitoring,Energy
Durham,"Recommend requiring that new or replacement road/stream crossings are designed in compliance with New Hampshire Stream Crossing Guidelines11. Designers of these crossings should calculate the design storm conveyance requirements of bridges/culverts based on updated precipitation data from the Northeast Region Climate Center12. This is both a regulatory and non-regulatory requirement. Regulatory in that it should apply to proposed private structures that require a Town building permit or site plan, and non-regulatory in that the same standards should be followed by the Durham Department of Public Works.",,,research & monitoring,Managing Development
Durham,Establish setbacks in high-risk areas that account for potential sea level rise.,,,research & monitoring,Managing Development
Durham,"Promote conservation and management of open space, wetlands, and/or sea level rise boundary zones to separate developed areas from high-hazard areas.",,,research & monitoring;physical infrastructure,Managing Development
Durham,Consider prohibiting the redevelopment of areas destroyed by storms or chronic erosion in order to prevent future losses,,,education,Managing Development
Durham,"Use zoning, subdivision and site plan regulations, and/or a special overlay districts to designate high-risk areas and specify the conditions for the use and development",,,education,Managing Development
Fairbanks,"Advocate for a distributed archive, analysis and interpretation of climate change data at the University of Alaska, including communication of information to planners and decision‐makers.",,,education,
Fairbanks,"Encourage the legislature to adjust financial incentives to encourage values other than development of every parcel as the highest and best use. Utilize assessing revenues to preserve areas that might be better suited to agriculture, green space, or watershed protection.",,,education,
Fairbanks,Support revision of the Environmental Atlas of Alaska used as design standards for engineers working in the Borough. New construction should use these revised standards to account for changing temperature and precipitation.,,,education,
Fairbanks,"Adopt a ""best practices"" building code suitable to our environment. Identify those areas susceptible to flooding, permafrost and drainage issues;establish building codes that address those areas of concern.",,,education;capacity building;planning,
Fairbanks,"Adopt best practices green (preferably LEED) building code for all new borough buildings. For 5‐10% increased up front construction costs, expect 20‐50% lower operating expenses over the life of the building. Healthier work environments also lead to fewer absences, and a more productive and pleasant work place (USGBC).",,,physical infrastructure,
Fairbanks,Support revision of design climate standards for engineers working in the Borough. New construction should use these revised standards to account for changing temperature and precipitation.,,,physical infrastructure,
Fairbanks,Coordinate with the State of Alaska and the building trades to educate the workforce and the design professionals to implement efficient and carbon reducing building practices.,,,physical infrastructure,
Fairbanks,Encourage and participate in state‐wide conversation about impacts and opportunities from opening the Northwest Passage.,,,physical infrastructure,
Fairbanks,"One way to accomplish this is to establish a new position on Borough staff as climate change advisor to serve as a resource to existing Borough programs and staff as they enfold planning for climate change. We recommend this person serve as advisor for mitigation and greenhouse gas reduction, which would dove‐tail with work reducing cost of energy, energy conservation, recycling and reduction of PM2.5. This person could also be assigned as advisor to incorporating climate change adaptation into Borough planning and business, school district curriculum development, and community outreach. This position should coordinate closely with the state climate change adaptation efforts.",,,research & monitoring,
Fairbanks,"As part of public outreach and education, hold public meetings to develop locally appropriate climate change adaptation plans. Information‐sharing would provide a mechanism for communities to learn from approaches that have proven successful in other communities.",,,research & monitoring,
Fairbanks,Adapt and adopt Homer brochure for employees (See Appendix 2).,,,energy,
Fairbanks,Continue public education programs (K‐12 and adult) related to the need for energy conservation and efficiency.,,,energy,
Fairbanks,"Coordinate with State Division of Forestry for public education related to fire management plans for effective control of wildfires in protection zones near communities along with focus on removal of hazard fuels, prescribed fire, and emergency evacuation plans.",,,energy,
Fairbanks,Education of the public about what they can do in their own homes and lives to improve air quality and reduce exposure to poor quality air.,,,energy;physical infrastructure,
Fairbanks,"FNSB should acknowledge and continue to support the work of the superintendent, the school district curriculum administrators, and the science curriculum re‐write team.",,,Other GHG,
Fairbanks,"Public information/education to prepare for expected transportation, air quality and insect hazards.",,,Other GHG,
Fairbanks,"Support the development of outreach materials about climate change that are effective with the general public (There are many existing programs that are addressing this issue that should be augmented, including University of Alaska Cooperative Extension Service, Alaska Center for Climate Assessment and Policy, Scenarios Network for Alaska Planning).",,,Other GHG,
Fairbanks,"Support University public outreach in climate change impacts and adaptation, including climate‐change courses targeted at teachers and natural resource managers. This could involve the Alaska Center for Climate Assessment and Policy, the Scenario Network for Alaska Planning, and the Co‐Operative Extension.",,,Other GHG,
Fairbanks,"Create, fund, and staff public education programs relating to: a. Public information/education to prepare for expected air quality. b. Forest fire awareness and control programs such as Fire Wise on individual, local and state levels. c. Water pollutants and disease related to water borne vectors d. Hazards from venomous and other insects e. Winter travel advisories as needed for safe river, road and air travel",,,physical infrastructure,
Fairbanks,Continue public education programs (K‐12 and adults) related to climate change impacts and adaptation and the need for energy conservation and efficiency and sustainable/green jobs.,,,technology,
Fairbanks,"Educate the public on proper choice, installation, and use of, wood burning stoves and furnaces.",,,building codes & engineering,
Fairbanks,"Conduct energy rating on every publicly owned or leased building;implement the advice gained, one building at a time. Local governments should actively pursue energy retrofits for all buildings in their jurisdictions to reduce energy consumption. (Expect to reduce energy use by 25‐50%. Upfront costs are moderate to high, but in most cases will be repaid with the savings on energy consumption).",,,land use,
Fairbanks,"For non‐transportation lighting (commercial, yard lights, recreational lighting, ski trails, etc.), reduce consumption through planning or building requirements. Rebates for most efficient lighting could be offered. Incorporate into GVEA program",,,land use,
Fairbanks,Install occupancy or motion sensor lights in all public buildings. Reduce unnecessary lights at night to the extent possible for safety.,,,land use;policies,
Fairbanks,"Program all Borough computers and similar electronics to shut down after 20 minutes of non‐use. The Municipality of Anchorage saves $40,000 annually with this practice (Randy Virgin, Economic and Community Development, Municipality of Anchorage).",,,policies;land use,
Fairbanks,Replace street lights and traffic lights with LED fixtures. Evaluate which street lights can be safely switched over to LED. Evaluate long‐term cost savings of installing fixtures to reduce light pollution (from Randy Virgin).,,,advocacy,
Fairbanks,Conduct a GVEA electrical use assessment of every FNSB building and rectify all shortcomings. (GVEA estimates 10‐15% average savings in electrical costs.),,,advocacy,
Fairbanks,Continue to employ energy conservation and efficiency techniques,,,advocacy,
Fairbanks,"Reduce energy use. Mitigation goals may be achieved through reductions in energy consumption. Consistent with the Cost of Energy Task Force reports, we recommend that reducing energy use is a win‐win action that can simultaneously reduce cost of energy and greenhouse gas emissions.",,,building codes & engineering,
Fairbanks,"Seek partnerships for creative ways to reduce commercial electrical consumption. An example of a challenge might be electronics displays in stores like Sears, Fred Meyer.",,,building codes & engineering,
Fairbanks,"Create incentives for commercial sales of energy efficient appliances, such as refrigerators, freezers, wood stoves, and furnaces.",,,building codes & engineering,
Fairbanks,Idling at intersections could be reduced by requesting DOT install right turn pockets and roundabouts wherever possible.,,,capacity building,
Fairbanks,Installation of drainage systems and/or retaining walls to reduce landslide threat in highly vulnerable areas,Landslides,,capacity building,
Fairbanks,"Retrofit structures, including lift‐foundations (See Built Environment Section)",,,capacity building,
Fairbanks,"Modify the FNSB Comprehensive Plan, Platting and Zoning codes to strive for sustainable infrastructure.",,,capacity building;planning;education,
Fairbanks,Recognize the need for and incorporate adaptive management principles into Borough land use planning,,,education,
Fairbanks,Update Borough flood plans to accommodate more frequent floods and higher water levels.,,,education,
Fairbanks,"We recommend that the FNSB incorporate climate change mitigation and adaptation as part of all of its planning, operations, and decision‐making.",,,education,
Fairbanks,"Work with DOT and ACCAP graduate student, Eunkyoung Hong, to identify and develop plans to mitigate roads roads/airports/bike paths and other infrastructure susceptible to permafrost thaw and flooding.",,,education,
Fairbanks,Work with land managers to plan for adaptation to climate change in our natural environment such as invasive species in riparian corridors.,,,education,
Fairbanks,Work with Scenarios Network for Alaska Planning (SNAP) to consider landscape change in land use planning.,,,education,
Fairbanks,Monitor public health conditions in the borough and create a public health strategy for the borough that incorporates expected impacts from continuing climate change.,,,education,
Fairbanks,Adopt regulations for new wood/pellet fired boilers to comply with PM2.5.,,,education,
Fairbanks,"Convert dead and dying trees into value added wood products, wood composite deck materials, fuel pellets, furniture and house or saw logs.",,,education;funding,
Fairbanks,Enforce no idling laws,,,education;energy,
Fairbanks,Identify and create opportunities and incentives for the production and purchase of locally produced goods (including forest products and biomass) and locally grown foods.,,,education;energy,
Fairbanks,Keep bike/walking paths clear to encourage more usage. They are often unusable during winter.,,,energy,
Fairbanks,"Place extra protective efforts on critical spawning areas and nursery areas. But if an area is actually drying, or prone to disastrous events such as floods or wildfire, there is not much that we can do to protect these critical areas.",,,energy,
Fairbanks,Prepare to provide public buildings as “clean‐air” spaces for emergency air quality situations such as wildfire smoke.,,,energy,
Fairbanks,Pursue the development of fuel breaks and reduction of spruce dominated stands in fuel control zones in possible conjunction with biomass harvest for energy production. The development of shaded fuel breaks dominated by hardwoods will serve to reduce fire risk.,,,energy,
Fairbanks,Promote increasing opportunities for agriculture with expanding growing season to increase self‐ sufficiency and reduce product transportation costs. Agricultural experts should be consulted to investigate which crops will perform best in projected temperature and precipitation regime.,,,energy,
Fairbanks,Continue to identify economic opportunities that are synergistic with decreasing greenhouse gas emissions and adapting to climate changes in the Borough,,,energy,
Fairbanks,"Evaluate climate impacts on biodiversity, sustainable forest use plans, and practice.",,,energyconservation,
Fairbanks,"Evaluate risks and vulnerabilities to food security in the Borough, including food costs related to shipping.",,,energyconservation,
Fairbanks,Evaluate the potential for climate change impacts on waste containment structures.,,,energy;capacity building,
Fairbanks,Implement on‐going water quality monitoring for rivers and sloughs (public health).,,,financing;energy,
Fairbanks,Investigate opportunities and necessities for planting new species in anticipation of ecosystem change.,,,financing;energy;other GHG,
Fairbanks,"Monitor changing permafrost conditions in the Borough, especially in areas of new development.",,,land use;Other GHG,
Fairbanks,Support research to increase our understanding of climate change impacts on public health in FNSB and Northern latitudes.,,,Other GHG,
Fairbanks,Update and make available map of current permafrost sensitive areas. This map will need to be updated regularly to account for rapidly changing conditions.,,,Other GHG,
Fairbanks,Continue to monitor the scientific result of climate projections and their implications and include it in annual economic development strategic planning efforts.,,,Other GHG,
Fairbanks,Encourage co‐generation from waste heat – e.g. Fairbanks District Heating,,,Other GHG,
